# Per-company directory built 2026-06-10. 114 distinct companies. 47 potential dup pairs flagged below.
# OPERATOR REVIEW: edit canonical_name/url/domain/business_type as needed. Mark dup pairs by setting same canonical_name for both rows.

raw_name,canonical_name,canonical_url,canonical_domain,business_type,confidence,reasoning
"McCall-Thomas Engineering Co., Inc.",McCall-Thomas Engineering,https://www.mccallthomas.com,mccallthomas.com,ae_firm,high,"McCall-Thomas Engineering is an employee-owned A&E firm based in Orangeburg, SC, founded in 1945. They offer Communications Engineering, Electrical Engineering, Civil Engineering, and Electric Utility Services. They design, stake, and inspect fiber-optic network infrastructure across the Southeast, "
NATE,NATE: The Communications Infrastructure Contractors Association,https://natehome.com,natehome.com,tower_ae,high,"NATE is the trade association formerly known as National Association of Tower Erectors, now branded as ""NATE: The Communications Infrastructure Contractors Association."" Headquartered in Watertown, SD (matches sample state). Director of Events title fits a trade association role. Not a fiber operato"
Network Connex,Network Connex,https://www.networkconnex.com,networkconnex.com,ae_firm,high,"Network Connex (formerly NTI Connect, renamed Sept 2020, ORIX Capital Partners portfolio company) is a network deployment/construction services firm — fiber engineering, design, OSP construction, fiber placement/testing, wireless construction, data center deployment. They SERVE fiber network service"
Northeast Missouri Rural Telephone Company,NEMR Telecom,https://nemr.net,nemr.net,fiber_operator,high,"Northeast Missouri Rural Telephone Company is a rural telephone cooperative formed in 1952, doing business as NEMR since 2011. They operate fiber-to-the-home across 14 exchanges in rural NE Missouri, offering symmetrical 1Gbps service to ~7,000 customers. This is a fiber operator (ISP/CLEC), not an "
Oklahoma Fiber llc DBA OEC Fiber,OEC Fiber,https://www.oecfiber.com,oecfiber.com,electric_coop_fiber,high,"OEC Fiber is the fiber broadband subsidiary of Oklahoma Electric Cooperative (OEC), headquartered in Norman, OK. The legal entity ""Oklahoma Fiber LLC"" DBA OEC Fiber confirms this is the electric coop's fiber arm. Title ""Manager of TV & Network Operations"" and OK state are consistent with the OEC Fib"
OMNI,OMNI (Opti-Com Manufacturing Network),https://www.omni-opti.com,omni-opti.com,unknown,high,"OMNI = Opti-Com Manufacturing Network, LLC d/b/a OMNI, a family-owned telecom outside-plant materials manufacturer headquartered in Harahan/New Orleans, Louisiana (matches LA state in sample). Founded 1985, supplies multi-duct conduit systems (Opti-Com) and bridge-crossing cable products to fiber/te"
Omni Fiber,Omni Fiber,https://omnifiber.com,omnifiber.com,fiber_operator,high,"Omni Fiber is a known FTTH ISP operating in Ohio and Illinois (matches sample states), building fiber broadband in underserved markets. Name contains ""Fiber"", titles (EVP Operations, Director Field Operations, Director Network Architecture) are classic fiber-operator roles. Backed by Grain Managemen"
"Palmetto Rural Telephone Cooperative, Inc.",Palmetto Rural Telephone Cooperative,https://prtc.us,prtc.us,fiber_operator,high,"Palmetto Rural Telephone Cooperative (PRTC) is a long-established rural telephone cooperative based in Walterboro, SC, serving the Lowcountry. It is a telco coop (not an electric coop) that has transitioned to delivering fiber broadband, video, and voice services to its members. Titles like ""Directo"
PC Telcom,PC Telcom,https://pctelcom.coop,pctelcom.coop,fiber_operator,high,"PC Telcom is a member-owned telecom cooperative based in northeast Colorado offering symmetrical gigabit fiber across Holyoke, Amherst, Julesburg, Ovid plus cable in Fleming/Haxtun/Sedgwick. Attendee titles (Supervisor Plant Operations, Broadband Technician) are classic fiber/ISP operations roles. C"
Ponderosa Communications Inc,Ponderosa,https://goponderosa.com,goponderosa.com,fiber_operator,high,"Ponderosa Communications is the umbrella brand of Ponderosa Telephone Company, a California-based ILEC/CLEC serving rural Sierra Nevada and Central CA communities. They operate GPON/XGS-PON fiber networks delivering 1-10 Gbps symmetrical service to ~10,000 homes/businesses across ~4,000 sq mi. Prima"
Ponderosa Telephone,Ponderosa,https://www.goponderosa.com,goponderosa.com,fiber_operator,high,"Ponderosa Telephone Co. is a California-based ILEC/CLEC operating in the central Sierra Nevada region, now branded simply as ""Ponderosa"" and providing fiber broadband (Ponderosa Fiber) to residential and business customers. The ""Outside Plant Construction"" title is consistent with a fiber/telecom op"
Premier Communications,Premier Communications,https://www.mypremieronline.com,mypremieronline.com,fiber_operator,high,"Premier Communications is an Iowa-based ISP/telecom cooperative headquartered in Sioux Center, IA, providing fiber broadband, phone, and TV services across NW Iowa, SE South Dakota, and SW Minnesota. State (IA) and Fiber Connect attendance with CFO title strongly align with this fiber operator. Bran"
Race Communications,Race Communications,https://race.com,race.com,fiber_operator,high,"Race Communications is a well-known California-based fiber ISP/CLEC that builds and operates fiber-to-the-home networks, particularly in underserved/rural California communities. They are a pure-play fiber operator. Senior Director Strategic Initiatives title at Fiber Connect aligns with their fiber"
Ringgold Telephone Company,Ringgold Telephone Company,https://rtcom.net,rtcom.net,fiber_operator,high,"Ringgold Telephone Company (RTC) is an independent ILEC/CLEC based in Ringgold, Georgia, offering fiber broadband (RTC Fiber) to residential and business customers in north Georgia. Long-established incumbent telco that has expanded into FTTH. General Manager at a fiber conference + GA location conf"
Ripple Fiber,Ripple Fiber,https://ripplefiber.com,ripplefiber.com,fiber_operator,high,"Ripple Fiber is a known FTTH ISP headquartered in Charlotte, NC (matches NC sample state), building residential fiber networks across the Southeast and expanding into the Northeast (matches MA sample state). Backed by Grain Management. ""Fiber"" in the name plus operator-style titles (Chief Government"
Ritter Communications,Ritter Communications,https://www.rittercommunications.com,rittercommunications.com,fiber_operator,high,"Ritter Communications is a well-known Arkansas-based ISP/telecom that delivers fiber broadband, voice, and managed services across AR, TN, MO, MS, and TX. Sample state AR and marketing/public affairs titles align with a regional fiber operator. Headquartered in Jonesboro, AR."
RTC Fiber Communications,RTC Fiber Communications,https://www.rtc1.com,rtc1.com,fiber_operator,high,"RTC Fiber Communications (originally Rochester Telephone Company, formed 1895) is a member-owned telephone cooperative-turned-fiber ISP based in Rochester, Indiana, serving Fulton County and surrounding north-central Indiana. They completed 100% fiber coverage of Fulton County in May 2025 — the firs"
Shentel,Shentel,https://www.shentel.com,shentel.com,fiber_operator,high,"Shentel (Shenandoah Telecommunications, NASDAQ: SHEN) is a regional fiber ISP/CLEC headquartered in Edinburg, VA, serving the Mid-Atlantic with the Glo Fiber brand for fiber-to-the-home and Shentel-branded broadband services. They are a fiber operator at Fiber Connect, and SVP Sales and Marketing ti"
Shentel (GloFiber),Glo Fiber,https://glofiber.com,glofiber.com,fiber_operator,high,"Glo Fiber is Shentel's (Shenandoah Telecommunications) fiber-to-the-home brand, launched 2019, serving residential/business markets across VA, WV, PA, MD with symmetrical gigabit fiber. VA state + ""VP Network Strategy"" title aligns with HQ in Edinburg, VA. Current brand for fiber is ""Glo Fiber"" (par"
Shentel/ Glo Fiber,Glo Fiber,https://glofiber.com,glofiber.com,fiber_operator,high,"Shentel (Shenandoah Telecommunications, NASDAQ: SHEN) is a VA-based regional ISP. Glo Fiber is their FTTH brand expanding into mid-Atlantic markets. SVP Engineering and Operations from VA at a fiber conference confirms fiber operator role. Canonical brand is Glo Fiber (the fiber-facing brand), with "
Shentel/GLO Fiber,Glo Fiber,https://glofiber.com,glofiber.com,fiber_operator,high,"Glo Fiber is Shentel's (Shenandoah Telecommunications) FTTH brand serving Mid-Atlantic markets (VA, WV, PA, MD, NC). Director of OSP title confirms fiber-operator role. Glo Fiber is the current consumer-facing brand for Shentel's fiber expansion."
Talman Consultants,Talman Consultants,https://www.talmanconsultants.com,talmanconsultants.com,ae_firm,high,"Chicago-based engineering consulting firm (WBE/DBE certified) specializing in utility design and fiber/DAS/small cell deployment planning for telecom service providers. Services include engineering design, regulatory compliance, permit acquisition, construction oversight — classic A&E consulting pro"
"Talman Consultants, LLC",Talman Consultants,https://www.talmanconsultants.com,talmanconsultants.com,ae_firm,high,"Chicago-based WBE/DBE-certified engineering consulting firm specializing in telecom/utility design (fiber, DAS, small cell). Serves operators like Comcast and ComEd with design, permitting, and project management — does not operate a network itself. Senior Project Manager title aligns with A&E engag"
TEP,Tower Engineering Professionals,https://tepgroup.net,tepgroup.net,tower_ae,high,"TEP = Tower Engineering Professionals, Cary NC-headquartered tower-focused A&E firm (cellular/wireless primary). NC sample state matches HQ. Per operator-verified memory (reference_tep_is_tower_not_fiber.md), TEP has an active fiber sub-vertical — confirmed here by ""Sr. Director - Fiber Engineering"""
TEP Group,TEP Group,https://tepgroup.net,tepgroup.net,tower_ae,high,"TEP = Tower Engineering Professionals, NC-based tower-primary engineering firm (tepgroup.net), confirmed in operator memory. While they have an active fiber sub-vertical (which explains the CRO attending Fiber Connect 2026), the company is fundamentally a tower_ae firm, not a fiber operator or pure "
The Broadband Group,The Broadband Group,https://www.broadbandgroup.com,broadbandgroup.com,ae_firm,high,"Las Vegas, NV-based consulting and advisory firm specializing in broadband planning, network design, GIS mapping, and engineering for utilities, municipalities, and master-planned communities. Explicitly NOT a fiber operator/ISP — they design frameworks where utilities lease capacity to operators li"
United Fiber,United Fiber,https://unitedfiber.com,unitedfiber.com,fiber_operator,high,"United Fiber is the broadband/fiber-to-the-home brand of United Electric Cooperative based in Savannah, MO. They operate as a fiber ISP serving rural northwest Missouri (matches sample state MO). Title ""Chief Administrative Officer"" and presence at Fiber Connect aligns with fiber_operator classifica"
"United Fiber, LLC",United Fiber,https://unitedfiber.com,unitedfiber.com,electric_coop_fiber,high,"Missouri-based fiber ISP serving 121 cities across MO/IA, subsidiary of United Electric Cooperative (electric coop with broadband program). Founded 2013, offers gig fiber + TV + phone. Attendee titles (VP/Chief of Field Services) align with fiber operator field ops. State (MO) matches. Brand-current"
United Tel Supply,United Tel-Supply,https://www.unitedtelsupply.com,unitedtelsupply.com,unknown,high,"United Tel-Supply, Inc. is a telecom materials supplier/distributor based in San Angelo, TX (founded 2012, ~29 employees, ~$4M revenue). They sell fiber cables, OSP hardware (handholes, pedestals, closures), DC power systems, network equipment (switches, routers, ONTs), and offer repair/buyback serv"
United Traffic Control Solutions LLC,United Traffic Control Solutions,https://utc-solutions.com,utc-solutions.com,unknown,low,"United Traffic Control Solutions LLC is a traffic control services company (flagging, lane closures, traffic control plans, equipment rental). They do NOT do fiber installation, A&E design, tower engineering, or telecom construction themselves - they are a vendor/subcontractor providing traffic cont"

### POTENTIAL DUPLICATES (47 pairs) — review and merge if same company
a_raw_name,a_canonical,b_raw_name,b_canonical,match_type
Blue Streak LLC,Blue Streak,Blue Jay Communications,Blue Jay Communications,shared_prefix
Blue Streak LLC,Blue Streak,Blue Ridge Communications,Blue Ridge Communications,shared_prefix
Blue Streak LLC,Blue Streak,Blue Ridge Mountain EMC,Blue Ridge Mountain EMC,shared_prefix
Blue Streak LLC,Blue Streak,Blue Stream Fiber,Blue Stream Fiber,shared_prefix
Blue Streak LLC,Blue Streak,Blue Diamond,Blue Diamond Industries,shared_prefix
Greenlight Networks,Greenlight Networks,Greenlight Community Broadband,Greenlight Community Broadband,shared_prefix
"Great Lakes Enclosures, a Vertiv company",Great Lakes Enclosures (Vertiv),Great Plains Communications,Great Plains Communications,shared_prefix
HTC,HTC (Horry Telephone Cooperative),HTC Communications,HTC Communications,shared_prefix
Omni Fiber,Omni Fiber,OMNI,OMNI (Opti-Com Manufacturing Network),shared_prefix
TEP,Tower Engineering Professionals,TEP Group,TEP Group,same_canonical_domain
Direct Communications,Direct Communications,Direct Services Group,Direct Services Group,shared_prefix
EPB Broadband Solutions,EPB,EPB,EPB,same_canonical_name
GFiber,Google Fiber,Google-Gfiber,Google Fiber,same_canonical_name
Talman Consultants,Talman Consultants,"Talman Consultants, LLC",Talman Consultants,same_canonical_name
Blue Jay Communications,Blue Jay Communications,Blue Ridge Communications,Blue Ridge Communications,shared_prefix
Blue Jay Communications,Blue Jay Communications,Blue Ridge Mountain EMC,Blue Ridge Mountain EMC,shared_prefix
Blue Jay Communications,Blue Jay Communications,Blue Stream Fiber,Blue Stream Fiber,shared_prefix
Blue Jay Communications,Blue Jay Communications,Blue Diamond,Blue Diamond Industries,shared_prefix
Blue Ridge Communications,Blue Ridge Communications,Blue Ridge Mountain EMC,Blue Ridge Mountain EMC,shared_prefix
Blue Ridge Communications,Blue Ridge Communications,Blue Stream Fiber,Blue Stream Fiber,shared_prefix
Blue Ridge Communications,Blue Ridge Communications,Blue Diamond,Blue Diamond Industries,shared_prefix
Blue Ridge Mountain EMC,Blue Ridge Mountain EMC,Blue Stream Fiber,Blue Stream Fiber,shared_prefix
Blue Ridge Mountain EMC,Blue Ridge Mountain EMC,Blue Diamond,Blue Diamond Industries,shared_prefix
Blue Stream Fiber,Blue Stream Fiber,Blue Diamond,Blue Diamond Industries,shared_prefix
Bonfire Fiber,Bonfire Fiber,Bonfire,Bonfire Infrastructure Group,shared_prefix
"Empower Broadband, Inc",Empower Broadband,Empower Broadband,Empower Broadband,same_canonical_name
Fidium,Fidium Fiber,Fidium Fiber,Fidium Fiber,same_canonical_name
Glass Lab Fiber Optics,Glass Lab Fiber Optics,Glass Utility Engineering,Glass Utility Engineering,shared_prefix
IdeaTek Telcom,IdeaTek,Ideatek,IdeaTek,same_canonical_name
Ponderosa Communications Inc,Ponderosa,Ponderosa Telephone,Ponderosa,same_canonical_name
"United Fiber, LLC",United Fiber,United Tel Supply,United Tel-Supply,shared_prefix
"United Fiber, LLC",United Fiber,United Fiber,United Fiber,same_canonical_name
"United Fiber, LLC",United Fiber,United Traffic Control Solutions LLC,United Traffic Control Solutions,shared_prefix
United Tel Supply,United Tel-Supply,United Fiber,United Fiber,shared_prefix
United Tel Supply,United Tel-Supply,United Traffic Control Solutions LLC,United Traffic Control Solutions,shared_prefix
123NET,123NET,123Net,123Net,same_canonical_name
AECON,Aecon,Aecon Construction Group Inc.,Aecon Group,same_canonical_domain
Armstrong,Armstrong,https://armstrongmywire.com,armstrongmywire.com,same_canonical_name
Aspire Communications,Aspire Communications,Aspire Fiber,Aspire Fiber,shared_prefix
BHC,BHC,BHC - Engineering,BHC,same_canonical_name
BHC,BHC,BHC Engineering,BHC,same_canonical_name
BHC - Engineering,BHC,BHC Engineering,BHC,same_canonical_name
Highline,Highline,Highline Internet,Highline,same_canonical_name
Shentel (GloFiber),Glo Fiber,Shentel/ Glo Fiber,Glo Fiber,same_canonical_name
Shentel (GloFiber),Glo Fiber,Shentel/GLO Fiber,Glo Fiber,same_canonical_name
Shentel/ Glo Fiber,Glo Fiber,Shentel/GLO Fiber,Glo Fiber,same_canonical_name
United Fiber,United Fiber,United Traffic Control Solutions LLC,United Traffic Control Solutions,shared_prefix
